SIM CODE  	DATE      	MIN TMP        	MAX TMP        	AVG TMP        	REFERENCE ET   	PRECIPITATION  
-         	YYYY-MM-DD	C              	C              	C              	mm/day         	mm             
SS_sorghum	2015-01-28	20.99          	38.39          	29.69          	6.942          	0.00           
SS_sorghum	2015-01-29	22.83          	38.95          	30.89          	7.059          	0.00           
SS_sorghum	2015-01-30	21.92          	38.72          	30.32          	7.340          	0.00           
SS_sorghum	2015-01-31	22.21          	38.79          	30.50          	7.281          	0.00           
SS_sorghum	2015-02-01	21.28          	39.42          	30.35          	8.135          	0.00           
SS_sorghum	2015-02-02	21.79          	39.34          	30.57          	7.074          	0.00           
SS_sorghum	2015-02-03	23.95          	39.56          	31.76          	7.356          	0.00           
SS_sorghum	2015-02-04	22.34          	39.44          	30.89          	8.106          	0.00           
SS_sorghum	2015-02-05	22.87          	38.59          	30.73          	7.148          	0.00           
SS_sorghum	2015-02-06	24.29          	39.39          	31.84          	7.639          	0.00           
SS_sorghum	2015-02-07	24.70          	40.11          	32.41          	8.365          	0.00           
SS_sorghum	2015-02-08	24.03          	38.05          	31.04          	7.588          	0.00           
SS_sorghum	2015-02-09	22.46          	38.17          	30.32          	7.234          	0.00           
SS_sorghum	2015-02-10	22.20          	37.90          	30.05          	6.199          	0.00           
SS_sorghum	2015-02-11	24.45          	35.43          	29.94          	5.146          	0.00           
SS_sorghum	2015-02-12	23.48          	37.76          	30.62          	6.832          	0.00           
SS_sorghum	2015-02-13	20.67          	37.87          	29.27          	9.267          	0.00           
SS_sorghum	2015-02-14	20.54          	37.85          	29.20          	8.265          	0.00           
SS_sorghum	2015-02-15	21.26          	37.81          	29.54          	7.526          	0.00           
SS_sorghum	2015-02-16	22.12          	39.26          	30.69          	6.086          	0.00           
SS_sorghum	2015-02-17	23.36          	40.03          	31.70          	6.667          	0.00           
SS_sorghum	2015-02-18	22.77          	39.63          	31.20          	7.416          	1.44           
SS_sorghum	2015-02-19	24.10          	38.53          	31.32          	7.542          	2.41           
SS_sorghum	2015-02-20	24.11          	37.87          	30.99          	6.972          	0.00           
SS_sorghum	2015-02-21	26.28          	36.42          	31.35          	8.344          	0.00           
SS_sorghum	2015-02-22	23.28          	30.98          	27.13          	7.216          	0.00           
SS_sorghum	2015-02-23	21.87          	33.76          	27.81          	6.568          	0.00           
SS_sorghum	2015-02-24	21.14          	34.71          	27.93          	6.430          	0.00           
SS_sorghum	2015-02-25	22.84          	34.05          	28.45          	5.762          	0.00           
SS_sorghum	2015-02-26	24.10          	30.70          	27.40          	4.937          	0.94           
SS_sorghum	2015-02-27	22.13          	34.98          	28.56          	5.143          	0.35           
SS_sorghum	2015-02-28	23.30          	38.84          	31.07          	6.485          	0.37           
SS_sorghum	2015-03-01	23.55          	34.50          	29.02          	6.073          	3.44           
SS_sorghum	2015-03-02	22.12          	36.02          	29.07          	6.235          	0.00           
SS_sorghum	2015-03-03	23.16          	38.55          	30.85          	6.658          	0.37           
SS_sorghum	2015-03-04	23.12          	37.44          	30.28          	6.589          	0.00           
SS_sorghum	2015-03-05	24.00          	35.85          	29.93          	5.869          	0.00           
SS_sorghum	2015-03-06	23.17          	38.53          	30.85          	6.474          	0.00           
SS_sorghum	2015-03-07	22.14          	39.44          	30.79          	6.896          	0.00           
SS_sorghum	2015-03-08	23.87          	40.44          	32.16          	7.601          	0.00           
SS_sorghum	2015-03-09	24.06          	41.49          	32.77          	10.596         	0.00           
SS_sorghum	2015-03-10	23.13          	42.59          	32.86          	11.146         	0.00           
SS_sorghum	2015-03-11	22.78          	40.22          	31.50          	7.684          	0.00           
SS_sorghum	2015-03-12	24.08          	39.53          	31.81          	7.407          	0.00           
SS_sorghum	2015-03-13	25.43          	34.73          	30.08          	5.581          	0.00           
SS_sorghum	2015-03-14	25.07          	35.43          	30.25          	6.215          	0.46           
SS_sorghum	2015-03-15	25.58          	40.70          	33.14          	10.182         	0.00           
SS_sorghum	2015-03-16	25.77          	38.77          	32.27          	8.849          	0.00           
SS_sorghum	2015-03-17	25.86          	36.79          	31.32          	7.225          	0.00           
SS_sorghum	2015-03-18	24.90          	36.93          	30.91          	8.612          	0.41           
SS_sorghum	2015-03-19	24.52          	39.48          	32.00          	9.536          	0.00           
SS_sorghum	2015-03-20	23.88          	41.11          	32.49          	9.468          	0.00           
SS_sorghum	2015-03-21	26.26          	37.50          	31.88          	8.550          	0.00           
SS_sorghum	2015-03-22	25.80          	37.96          	31.88          	8.907          	0.95           
